date,description,category,amount,type
2025-08-05,House Rent,Rent,15183.54,Expense
2025-08-06,Water Bill,Utilities,2036.35,Expense
2025-08-07,Water Bill,Utilities,1440.88,Expense
2025-08-07,Mall Shopping,Shopping,1379.06,Expense
2025-08-08,Cafe Visit,Food & Drink,173.06,Expense
2025-08-08,Uber Ride,Travel,381.04,Expense
2025-08-10,Online Order,Shopping,4328.08,Expense
2025-08-11,Taxi,Travel,600.0,Expense
2025-08-11,Clothing Purchase,Shopping,533.47,Expense
2025-08-12,Dinner,Food & Drink,675.98,Expense
2025-08-12,Health Checkup,Health & Fitness,3678.14,Expense
2025-08-14,Taxi,Travel,892.01,Expense
2025-08-15,Pharmacy,Health & Fitness,731.43,Expense
2025-08-19,Pharmacy,Health & Fitness,3035.53,Expense
2025-08-19,Taxi,Travel,845.3,Expense
2025-08-21,Bus Ticket,Travel,529.44,Expense
2025-08-22,Pharmacy,Health & Fitness,3278.61,Expense
2025-08-23,Health Checkup,Health & Fitness,667.79,Expense
2025-08-25,Train Ticket,Travel,788.77,Expense
2025-08-26,Lunch,Food & Drink,970.06,Expense
2025-08-26,Clothing Purchase,Shopping,1844.71,Expense
2025-08-27,Internet Bill,Utilities,1850.15,Expense
2025-08-29,Train Ticket,Travel,91.49,Expense
2025-08-30,Food Delivery,Food & Drink,750.2,Expense
2025-08-31,Food Delivery,Food & Drink,855.79,Expense
2025-09-01,Internet Bill,Utilities,702.96,Expense
2025-09-01,Electricity Bill,Utilities,1285.49,Expense
2025-09-03,House Rent,Rent,17598.38,Expense
2025-09-03,Bus Ticket,Travel,917.63,Expense
2025-09-03,Uber Ride,Travel,1225.89,Expense
2025-09-04,House Rent,Rent,14830.99,Expense
2025-09-04,Uber Ride,Travel,626.05,Expense
2025-09-04,Internet Bill,Utilities,1956.8,Expense
2025-09-05,House Rent,Rent,17801.05,Expense
2025-09-06,Uber Ride,Travel,959.93,Expense
2025-09-07,Food Delivery,Food & Drink,576.82,Expense
2025-09-08,Groceries,Shopping,2965.32,Expense
2025-09-10,Health Checkup,Health & Fitness,3663.58,Expense
2025-09-10,Lunch,Food & Drink,759.19,Expense
2025-09-11,Pharmacy,Health & Fitness,1247.27,Expense
2025-09-11,Online Order,Shopping,1652.81,Expense
2025-09-12,Taxi,Travel,519.93,Expense
2025-09-12,Bus Ticket,Travel,1289.76,Expense
2025-09-13,Online Order,Shopping,4535.98,Expense
2025-09-14,Uber Ride,Travel,157.29,Expense
2025-09-14,Online Order,Shopping,4399.55,Expense
2025-09-17,Internet Bill,Utilities,848.86,Expense
2025-09-17,Online Order,Shopping,1335.09,Expense
2025-09-19,Taxi,Travel,914.93,Expense
2025-09-19,Taxi,Travel,1309.22,Expense
2025-09-20,Lunch,Food & Drink,339.38,Expense
2025-09-20,Clothing Purchase,Shopping,3410.63,Expense
2025-09-25,Health Checkup,Health & Fitness,2539.12,Expense
2025-09-26,Internet Bill,Utilities,1430.52,Expense
2025-09-26,Bus Ticket,Travel,643.87,Expense
2025-09-28,Uber Ride,Travel,753.49,Expense
2025-09-30,Groceries,Shopping,1386.99,Expense
2025-09-30,Food Delivery,Food & Drink,624.42,Expense
2025-10-01,Mobile Recharge,Utilities,2102.51,Expense
2025-10-01,Train Ticket,Travel,879.27,Expense
2025-10-03,House Rent,Rent,13746.57,Expense
2025-10-03,Health Checkup,Health & Fitness,2002.07,Expense
2025-10-03,Pharmacy,Health & Fitness,3563.9,Expense
2025-10-04,House Rent,Rent,13549.51,Expense
2025-10-05,House Rent,Rent,13057.87,Expense
2025-10-05,Groceries,Shopping,2511.89,Expense
2025-10-07,Health Checkup,Health & Fitness,395.6,Expense
2025-10-07,Groceries,Shopping,1826.39,Expense
2025-10-09,Uber Ride,Travel,1145.9,Expense
2025-10-10,Water Bill,Utilities,2006.97,Expense
2025-10-10,Health Checkup,Health & Fitness,1380.46,Expense
2025-10-12,Cafe Visit,Food & Drink,239.6,Expense
2025-10-12,Water Bill,Utilities,2132.5,Expense
2025-10-13,Health Checkup,Health & Fitness,3201.83,Expense
2025-10-13,Cafe Visit,Food & Drink,534.9,Expense
2025-10-14,Groceries,Shopping,3911.61,Expense
2025-10-15,Pharmacy,Health & Fitness,2168.47,Expense
2025-10-15,Online Order,Shopping,3869.6,Expense
2025-10-17,Uber Ride,Travel,181.27,Expense
2025-10-18,Water Bill,Utilities,1243.48,Expense
2025-10-18,Pharmacy,Health & Fitness,3550.13,Expense
2025-10-19,Clothing Purchase,Shopping,1570.13,Expense
2025-10-19,Water Bill,Utilities,624.1,Expense
2025-10-20,Gym Membership,Health & Fitness,1068.39,Expense
2025-10-21,Gym Membership,Health & Fitness,2187.69,Expense
2025-10-21,Online Order,Shopping,720.39,Expense
2025-10-22,Uber Ride,Travel,810.98,Expense
2025-10-22,Bus Ticket,Travel,271.6,Expense
2025-10-23,Internet Bill,Utilities,324.48,Expense
2025-10-24,Pharmacy,Health & Fitness,3428.52,Expense
2025-10-24,Restaurant,Food & Drink,464.66,Expense
2025-10-25,Mall Shopping,Shopping,846.03,Expense
2025-10-25,Train Ticket,Travel,644.61,Expense
2025-10-26,Lunch,Food & Drink,639.42,Expense
2025-10-27,Online Order,Shopping,2289.02,Expense
2025-10-29,Water Bill,Utilities,893.44,Expense
2025-10-30,Dinner,Food & Drink,827.98,Expense
2025-10-30,Lunch,Food & Drink,655.57,Expense
2025-10-31,Gym Membership,Health & Fitness,1077.21,Expense
2025-10-31,Gym Membership,Health & Fitness,2236.75,Expense
2025-11-01,Online Order,Shopping,2777.46,Expense
2025-11-01,Groceries,Shopping,2540.06,Expense
2025-11-03,House Rent,Rent,15824.5,Expense
2025-11-04,House Rent,Rent,15294.23,Expense
2025-11-04,Gym Membership,Health & Fitness,3316.29,Expense
2025-11-05,House Rent,Rent,13958.34,Expense
2025-11-05,Clothing Purchase,Shopping,2945.44,Expense
2025-11-07,Groceries,Shopping,4515.24,Expense
2025-11-07,Groceries,Shopping,1953.23,Expense
2025-11-09,Electricity Bill,Utilities,2396.34,Expense
2025-11-09,Taxi,Travel,412.44,Expense
2025-11-14,Gym Membership,Health & Fitness,879.29,Expense
2025-11-15,Food Delivery,Food & Drink,675.33,Expense
2025-11-15,Health Checkup,Health & Fitness,2983.42,Expense
2025-11-16,Mall Shopping,Shopping,1831.58,Expense
2025-11-16,Train Ticket,Travel,154.05,Expense
2025-11-17,Uber Ride,Travel,1282.87,Expense
2025-11-17,Dinner,Food & Drink,504.38,Expense
2025-11-20,Online Order,Shopping,3888.01,Expense
2025-11-20,Electricity Bill,Utilities,1957.65,Expense
2025-11-21,Food Delivery,Food & Drink,980.15,Expense
2025-11-22,Mall Shopping,Shopping,1229.66,Expense
2025-11-22,Mall Shopping,Shopping,3344.43,Expense
2025-11-23,Health Checkup,Health & Fitness,3663.67,Expense
2025-11-24,Train Ticket,Travel,669.34,Expense
2025-11-24,Water Bill,Utilities,1799.66,Expense
2025-11-25,Bus Ticket,Travel,1080.76,Expense
2025-11-25,Pharmacy,Health & Fitness,3810.94,Expense
2025-11-26,Online Order,Shopping,4031.16,Expense
2025-11-26,Mall Shopping,Shopping,3040.79,Expense
2025-11-27,Taxi,Travel,1444.26,Expense
2025-11-27,Internet Bill,Utilities,560.21,Expense
2025-11-29,Taxi,Travel,425.26,Expense
2025-11-29,Restaurant,Food & Drink,1143.4,Expense
2025-12-01,Groceries,Shopping,3651.1,Expense
2025-12-01,Uber Ride,Travel,949.34,Expense
2025-12-02,Gym Membership,Health & Fitness,3620.35,Expense
2025-12-03,House Rent,Rent,17644.7,Expense
2025-12-03,Pharmacy,Health & Fitness,3840.82,Expense
2025-12-04,House Rent,Rent,14209.72,Expense
2025-12-05,House Rent,Rent,12809.91,Expense
2025-12-05,Train Ticket,Travel,1350.19,Expense
2025-12-05,Water Bill,Utilities,1671.23,Expense
2025-12-07,Uber Ride,Travel,767.24,Expense
2025-12-07,Dinner,Food & Drink,217.17,Expense
2025-12-09,Mobile Recharge,Utilities,2093.58,Expense
2025-12-12,Food Delivery,Food & Drink,263.26,Expense
2025-12-12,Mall Shopping,Shopping,4769.82,Expense
2025-12-15,Bus Ticket,Travel,623.99,Expense
2025-12-16,Cafe Visit,Food & Drink,485.13,Expense
2025-12-18,Dinner,Food & Drink,650.15,Expense
2025-12-18,Uber Ride,Travel,1314.51,Expense
2025-12-21,Groceries,Shopping,3437.09,Expense
2025-12-21,Restaurant,Food & Drink,862.71,Expense
2025-12-22,Taxi,Travel,141.94,Expense
2025-12-23,Bus Ticket,Travel,512.39,Expense
2025-12-26,Health Checkup,Health & Fitness,1648.59,Expense
2025-12-27,Pharmacy,Health & Fitness,3963.28,Expense
2025-12-29,Internet Bill,Utilities,913.28,Expense
2025-12-30,Mobile Recharge,Utilities,1497.64,Expense
2025-12-31,Gym Membership,Health & Fitness,1489.46,Expense
2025-12-31,Internet Bill,Utilities,820.09,Expense
2026-01-02,Mobile Recharge,Utilities,2260.01,Expense
2026-01-03,House Rent,Rent,13443.52,Expense
2026-01-03,Clothing Purchase,Shopping,696.46,Expense
2026-01-03,Online Order,Shopping,729.98,Expense
2026-01-04,House Rent,Rent,12670.86,Expense
2026-01-04,Health Checkup,Health & Fitness,993.34,Expense
2026-01-05,House Rent,Rent,16541.39,Expense
2026-01-05,Bus Ticket,Travel,1121.8,Expense
2026-01-05,Food Delivery,Food & Drink,736.78,Expense
2026-01-06,Pharmacy,Health & Fitness,2270.0,Expense
2026-01-06,Pharmacy,Health & Fitness,2147.46,Expense
2026-01-07,Taxi,Travel,1462.27,Expense
2026-01-07,Pharmacy,Health & Fitness,3176.1,Expense
2026-01-08,Water Bill,Utilities,979.04,Expense
2026-01-09,Online Order,Shopping,4222.05,Expense
2026-01-10,Mobile Recharge,Utilities,1055.79,Expense
2026-01-13,Mobile Recharge,Utilities,1973.2,Expense
2026-01-16,Pharmacy,Health & Fitness,3508.51,Expense
2026-01-16,Uber Ride,Travel,670.28,Expense
2026-01-18,Cafe Visit,Food & Drink,233.58,Expense
2026-01-18,Health Checkup,Health & Fitness,1823.72,Expense
2026-01-19,Food Delivery,Food & Drink,1089.77,Expense
2026-01-19,Groceries,Shopping,2670.56,Expense
2026-01-21,Pharmacy,Health & Fitness,1011.0,Expense
2026-01-22,Internet Bill,Utilities,1137.01,Expense
2026-01-22,Mobile Recharge,Utilities,360.52,Expense
2026-01-23,Dinner,Food & Drink,422.01,Expense
2026-01-23,Online Order,Shopping,2808.25,Expense
2026-01-25,Train Ticket,Travel,562.18,Expense
2026-01-25,Restaurant,Food & Drink,644.71,Expense
2026-01-26,Uber Ride,Travel,1473.03,Expense
2026-01-26,Dinner,Food & Drink,981.39,Expense
2026-01-27,Dinner,Food & Drink,812.28,Expense
2026-01-27,Uber Ride,Travel,654.08,Expense
2026-01-28,Mobile Recharge,Utilities,1585.27,Expense
2026-01-30,Groceries,Shopping,2592.47,Expense
2026-01-31,Mall Shopping,Shopping,1123.63,Expense
2026-01-31,Health Checkup,Health & Fitness,1180.44,Expense
2026-02-01,Mobile Recharge,Utilities,1135.24,Expense
2026-02-03,House Rent,Rent,13073.51,Expense
2026-02-04,House Rent,Rent,16316.71,Expense
2026-02-04,Lunch,Food & Drink,274.21,Expense
2026-02-05,House Rent,Rent,17209.54,Expense
2026-02-05,Dinner,Food & Drink,324.82,Expense
2026-02-05,Lunch,Food & Drink,701.54,Expense
2026-02-06,Electricity Bill,Utilities,2162.59,Expense
2026-02-06,Electricity Bill,Utilities,1915.82,Expense
2026-02-07,Pharmacy,Health & Fitness,1232.16,Expense
2026-02-07,Bus Ticket,Travel,645.58,Expense
2026-02-08,Gym Membership,Health & Fitness,588.06,Expense
2026-02-08,Electricity Bill,Utilities,418.58,Expense
2026-02-09,Dinner,Food & Drink,961.32,Expense
2026-02-10,Health Checkup,Health & Fitness,904.8,Expense
2026-02-10,Uber Ride,Travel,206.17,Expense
2026-02-11,Electricity Bill,Utilities,1195.48,Expense
2026-02-11,Food Delivery,Food & Drink,855.27,Expense
2026-02-12,Gym Membership,Health & Fitness,604.09,Expense
2026-02-12,Online Order,Shopping,1647.52,Expense
2026-02-14,Uber Ride,Travel,894.49,Expense
2026-02-14,Lunch,Food & Drink,640.55,Expense
2026-02-16,Pharmacy,Health & Fitness,3708.53,Expense
2026-02-17,Groceries,Shopping,2054.46,Expense
2026-02-17,Pharmacy,Health & Fitness,3656.98,Expense
2026-02-18,Uber Ride,Travel,449.38,Expense
2026-02-19,Dinner,Food & Drink,1164.87,Expense
2026-02-20,Lunch,Food & Drink,1171.02,Expense
2026-02-21,Taxi,Travel,816.48,Expense
2026-02-22,Electricity Bill,Utilities,2290.59,Expense
2026-02-23,Bus Ticket,Travel,1293.45,Expense
2026-02-23,Health Checkup,Health & Fitness,1221.08,Expense
2026-02-24,Water Bill,Utilities,1351.31,Expense
2026-02-24,Water Bill,Utilities,517.88,Expense
2026-02-25,Electricity Bill,Utilities,1528.23,Expense
2026-02-25,Groceries,Shopping,1230.36,Expense
2026-02-28,Cafe Visit,Food & Drink,986.05,Expense
2026-02-28,Uber Ride,Travel,549.75,Expense
2026-03-02,Cafe Visit,Food & Drink,712.62,Expense
2026-03-03,House Rent,Rent,14144.33,Expense
2026-03-03,Restaurant,Food & Drink,559.02,Expense
2026-03-04,House Rent,Rent,15579.48,Expense
2026-03-05,House Rent,Rent,15290.38,Expense
2026-03-08,Taxi,Travel,1068.65,Expense
2026-03-08,Uber Ride,Travel,463.39,Expense
2026-03-09,Lunch,Food & Drink,733.02,Expense
2026-03-09,Health Checkup,Health & Fitness,2505.92,Expense
2026-03-10,Restaurant,Food & Drink,518.61,Expense
2026-03-10,Internet Bill,Utilities,1637.97,Expense
2026-03-11,Bus Ticket,Travel,847.4,Expense
2026-03-11,Bus Ticket,Travel,173.82,Expense
2026-03-12,Dinner,Food & Drink,217.07,Expense
2026-03-12,Health Checkup,Health & Fitness,3665.53,Expense
2026-03-13,Groceries,Shopping,1298.84,Expense
2026-03-14,Water Bill,Utilities,1463.16,Expense
2026-03-16,Groceries,Shopping,4372.82,Expense
2026-03-16,Train Ticket,Travel,164.86,Expense
2026-03-19,Health Checkup,Health & Fitness,2887.9,Expense
2026-03-19,Health Checkup,Health & Fitness,1098.65,Expense
2026-03-20,Internet Bill,Utilities,749.17,Expense
2026-03-20,Bus Ticket,Travel,474.15,Expense
2026-03-21,Internet Bill,Utilities,311.09,Expense
2026-03-21,Mobile Recharge,Utilities,1516.53,Expense
2026-03-23,Cafe Visit,Food & Drink,1041.94,Expense
2026-03-24,Train Ticket,Travel,816.44,Expense
2026-03-25,Electricity Bill,Utilities,1976.06,Expense
2026-03-25,Internet Bill,Utilities,375.09,Expense
2026-03-26,Gym Membership,Health & Fitness,714.31,Expense
2026-03-26,Mobile Recharge,Utilities,1336.37,Expense
2026-03-29,Electricity Bill,Utilities,1742.34,Expense
2026-03-29,Clothing Purchase,Shopping,1896.61,Expense
2026-03-30,Health Checkup,Health & Fitness,1088.9,Expense
2026-04-03,House Rent,Rent,12897.53,Expense
2026-04-04,House Rent,Rent,12882.72,Expense
2026-04-04,Taxi,Travel,500.16,Expense
2026-04-05,House Rent,Rent,14547.3,Expense
2026-04-05,Internet Bill,Utilities,1053.95,Expense
2026-04-09,Uber Ride,Travel,203.61,Expense
2026-04-10,Internet Bill,Utilities,1087.08,Expense
2026-04-11,Groceries,Shopping,4185.3,Expense
2026-04-11,Lunch,Food & Drink,1093.51,Expense
2026-04-13,Bus Ticket,Travel,746.2,Expense
2026-04-13,Food Delivery,Food & Drink,1172.74,Expense
2026-04-14,Bus Ticket,Travel,1033.75,Expense
2026-04-15,Online Order,Shopping,3041.9,Expense
2026-04-16,Health Checkup,Health & Fitness,381.53,Expense
2026-04-16,Gym Membership,Health & Fitness,345.18,Expense
2026-04-18,Food Delivery,Food & Drink,1140.26,Expense
2026-04-21,Bus Ticket,Travel,1126.71,Expense
2026-04-21,Online Order,Shopping,4537.71,Expense
2026-04-22,Bus Ticket,Travel,1062.9,Expense
2026-04-23,Taxi,Travel,527.71,Expense
2026-04-23,Uber Ride,Travel,708.31,Expense
2026-04-24,Health Checkup,Health & Fitness,2446.84,Expense
2026-04-24,Mobile Recharge,Utilities,2038.44,Expense
2026-04-26,Pharmacy,Health & Fitness,2223.61,Expense
2026-04-28,Mobile Recharge,Utilities,443.44,Expense
2026-04-28,Lunch,Food & Drink,946.73,Expense
2026-04-29,Pharmacy,Health & Fitness,2631.23,Expense
2026-04-30,Dinner,Food & Drink,394.31,Expense
2026-05-01,Cafe Visit,Food & Drink,899.71,Expense
2026-05-01,Electricity Bill,Utilities,1105.21,Expense
2026-05-02,Online Order,Shopping,4914.53,Expense
2026-05-03,House Rent,Rent,15008.69,Expense
2026-05-03,Internet Bill,Utilities,1954.61,Expense
2026-05-04,House Rent,Rent,13672.64,Expense
2026-05-05,House Rent,Rent,16540.08,Expense
2026-05-05,Internet Bill,Utilities,598.23,Expense
2026-05-05,Mall Shopping,Shopping,2005.7,Expense
2026-05-06,Mobile Recharge,Utilities,2072.92,Expense
2026-05-07,Mobile Recharge,Utilities,1815.49,Expense
2026-05-08,Electricity Bill,Utilities,1500.12,Expense
2026-05-09,Gym Membership,Health & Fitness,3674.62,Expense
2026-05-10,Restaurant,Food & Drink,369.13,Expense
2026-05-12,Water Bill,Utilities,1107.8,Expense
2026-05-12,Pharmacy,Health & Fitness,1311.59,Expense
2026-05-13,Gym Membership,Health & Fitness,337.36,Expense
2026-05-15,Bus Ticket,Travel,617.28,Expense
2026-05-15,Health Checkup,Health & Fitness,3787.28,Expense
2026-05-16,Uber Ride,Travel,897.92,Expense
2026-05-17,Electricity Bill,Utilities,465.06,Expense
2026-05-17,Lunch,Food & Drink,438.47,Expense
2026-05-19,Mall Shopping,Shopping,3121.72,Expense
2026-05-19,Uber Ride,Travel,960.99,Expense
2026-05-20,Water Bill,Utilities,1810.14,Expense
2026-05-21,Clothing Purchase,Shopping,1294.49,Expense
2026-05-21,Pharmacy,Health & Fitness,2716.03,Expense
2026-05-22,Internet Bill,Utilities,806.2,Expense
2026-05-24,Restaurant,Food & Drink,634.85,Expense
2026-05-25,Clothing Purchase,Shopping,1196.17,Expense
2026-05-25,Online Order,Shopping,1574.35,Expense
2026-05-26,Groceries,Shopping,2734.31,Expense
2026-05-28,Internet Bill,Utilities,1716.08,Expense
2026-05-28,Health Checkup,Health & Fitness,2915.43,Expense
2026-05-29,Internet Bill,Utilities,829.03,Expense
2026-05-29,Train Ticket,Travel,1279.38,Expense
2026-05-30,Health Checkup,Health & Fitness,3897.73,Expense
2026-05-31,Taxi,Travel,1302.64,Expense
2026-05-31,Restaurant,Food & Drink,386.25,Expense
2026-06-01,Mobile Recharge,Utilities,557.8,Expense
2026-06-02,Uber Ride,Travel,582.92,Expense
2026-06-02,Bus Ticket,Travel,765.63,Expense
2026-06-03,House Rent,Rent,17422.39,Expense
2026-06-04,House Rent,Rent,14412.87,Expense
2026-06-04,Uber Ride,Travel,607.97,Expense
2026-06-05,House Rent,Rent,15573.36,Expense
2026-06-07,Online Order,Shopping,3958.2,Expense
2026-06-07,Mobile Recharge,Utilities,1017.17,Expense
2026-06-08,Mobile Recharge,Utilities,1490.41,Expense
2026-03-08,Uber Ride,Travel,5944.712709,Expense
2026-03-09,Lunch,Food & Drink,5975.838203,Expense
2026-03-09,Health Checkup,Health & Fitness,6006.963698,Expense
2026-03-10,Restaurant,Food & Drink,6038.089193,Expense
2026-03-10,Internet Bill,Utilities,6069.214688,Expense
2026-03-11,Bus Ticket,Travel,6100.340183,Expense
2026-06-17,cab,Travel,150.0,Expense
2026-06-17,clothes,Travel,2301.0,Expense
2026-06-17,electricity bill,Utilities,1000.0,Expense
2026-06-17,groceries,Shopping,200.0,Expense
2026-06-17,movie,Entertainment,352.0,Expense
